Site,dcs:Count_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,End_Date
dcid:geoId/41,208,11.7,6.94,16.32,324,5.9,3.37,8.91,330,5.0,2.79,7.38,415,4.7,2.47,7.39,536,8.0,5.51,10.74,741,5.5,3.53,7.63,1277,6.7,5.12,8.55,273490,208995,349006,2021-04-29
dcid:geoId/42,371,23.2,18.95,27.39,250,24.3,18.88,30.49,308,19.2,14.27,24.8,300,14.0,10.23,18.8,488,20.6,16.12,25.07,741,21.7,18.05,25.79,1229,21.2,18.4,24.52,2711730,2353577,3136398,2021-04-30
dcid:geoId/72,325,9.0,5.53,13.0,325,55.4,48.59,62.47,325,69.9,62.9,76.55,325,78.6,72.72,84.74,531,52.2,47.24,57.78,769,54.1,49.06,59.53,1300,53.2,49.85,56.52,1801853,1688390,1914299,2021-04-29
dcid:geoId/44,57,,,,413,11.9,8.6,15.38,270,16.9,12.28,21.55,240,6.7,3.39,10.91,384,14.5,9.96,19.45,596,10.3,7.13,13.19,980,12.3,9.56,15.02,129963,101012,158703,2021-05-02
dcid:geoId/45,327,34.3,29.29,39.99,325,23.3,18.74,28.47,327,26.0,20.51,31.99,326,14.4,10.41,19.1,501,23.6,19.63,27.56,804,25.9,22.94,29.49,1305,24.8,22.39,27.56,1229069,1109632,1365853,2021-04-29
dcid:geoId/46,7,,,,105,37.2,23.56,54.75,62,,,,49,,,,80,26.3,16.18,38.8,143,35.6,20.63,57.39,223,30.9,21.54,41.11,267065,186168,355309,2021-04-30
dcid:geoId/47,149,37.9,29.82,46.22,314,27.8,21.92,33.73,411,20.1,16.32,24.56,457,18.0,14.41,22.06,533,26.6,21.85,31.55,798,27.4,23.19,31.68,1331,27.0,23.75,30.45,1795794,1579634,2025257,2021-05-02
dcid:geoId/48,106,30.7,20.52,41.52,281,34.0,28.05,40.25,278,27.8,21.23,34.92,279,13.2,9.1,17.99,289,27.8,20.8,35.43,655,31.3,26.75,35.71,944,29.6,25.71,33.81,8254018,7169284,9427984,2021-04-29
dcid:geoId/49,55,,,,390,27.9,23.44,32.91,450,23.9,19.22,28.34,405,15.5,11.56,19.88,478,26.7,19.92,34.16,822,29.0,22.69,36.12,1300,27.8,22.93,32.77,846607,698299,997961,2021-04-26
dcid:geoId/51,22,,,,306,20.4,14.76,25.73,300,13.8,9.1,18.57,312,8.8,5.58,12.78,338,12.2,7.7,18.24,602,20.9,15.02,27.85,940,16.6,12.86,20.84,1396686,1082011,1753431,2021-04-29
dcid:geoId/50,10,,,,276,3.7,1.29,6.95,171,7.2,3.07,11.91,164,2.9,0.0,6.77,226,6.4,2.94,10.15,395,2.3,0.71,4.13,621,4.3,2.51,6.33,26874,15687,39561,2021-05-01
dcid:geoId/53,303,7.8,4.79,10.71,323,5.0,2.55,7.69,323,4.8,2.59,7.5,361,4.1,2.09,6.37,537,6.3,4.03,8.65,773,4.6,3.04,6.4,1310,5.5,4.13,6.85,401188,301256,499662,2021-04-30
dcid:geoId/55,45,,,,618,31.7,27.99,35.34,429,24.8,20.09,30.11,248,20.3,14.32,26.56,520,29.2,22.51,36.31,820,29.3,23.6,35.08,1340,29.3,24.68,33.8,1693069,1426108,1953097,2021-04-26
dcid:geoId/54,53,,,,332,9.6,6.58,13.71,285,10.2,6.58,14.17,282,9.7,5.94,13.23,392,12.0,8.01,17.32,560,11.0,7.63,14.56,952,11.5,8.7,14.18,210341,159128,259360,2021-05-02
dcid:geoId/56,22,,,,392,28.7,23.64,33.99,411,21.4,17.03,25.38,254,17.8,12.34,23.18,517,23.2,17.79,29.76,562,29.7,22.48,38.66,1079,26.4,21.47,31.52,153605,124920,183395,2021-05-01
dcid:country/USA,7948,26.7,25.38,27.96,18606,23.5,22.6,24.24,16616,19.1,18.16,19.95,16198,13.6,12.84,14.35,24060,21.6,20.91,22.33,35308,21.2,20.59,21.92,59368,21.4,20.89,21.93,69101248,67454443,70812634,2021-05-02
dcid:geoId/02,44,,,,452,11.4,8.39,14.88,407,13.8,10.0,17.93,397,7.4,4.31,10.52,513,11.4,7.95,15.78,787,9.3,6.38,12.79,1300,10.4,8.07,13.21,76806,59598,97558,2021-05-15
dcid:geoId/01,302,37.2,31.81,42.52,561,28.1,23.87,31.97,381,24.3,19.56,28.61,328,22.3,17.72,26.97,626,25.5,21.87,28.86,946,31.3,27.99,34.4,1572,28.4,26.1,30.71,1381569,1269681,1493943,2021-05-16
dcid:geoId/05,279,31.5,26.42,37.6,341,28.8,23.77,33.92,330,18.8,14.28,23.72,350,17.0,12.86,21.03,515,26.6,21.99,31.23,785,24.7,21.47,28.49,1300,25.6,22.89,28.53,765612,684565,853238,2021-05-15
dcid:geoId/04,317,31.0,25.69,36.42,312,33.0,27.88,38.98,315,22.6,17.52,27.94,360,11.6,8.58,15.04,573,26.1,21.93,30.74,731,28.2,24.38,32.36,1304,27.1,24.24,29.91,1882552,1683876,2077753,2021-05-10
dcid:geoId/06,326,46.8,41.31,52.38,336,23.2,18.74,27.6,329,22.4,17.74,27.66,325,15.0,10.77,18.93,576,25.2,20.84,29.21,740,29.6,26.04,33.16,1316,27.4,24.63,29.86,10726760,9642340,11689820,2021-05-10
dcid:geoId/08,126,13.4,6.16,23.76,354,12.7,9.05,16.3,387,9.4,6.25,13.07,402,5.2,3.04,7.74,574,12.7,8.66,17.48,695,9.7,6.95,12.75,1269,11.2,8.64,13.97,619488,477891,772700,2021-05-12
dcid:geoId/09,148,8.9,4.15,13.46,388,11.4,7.93,14.9,357,10.6,7.28,14.21,389,7.9,4.81,11.4,528,9.9,6.95,12.71,754,10.3,7.75,12.79,1282,10.1,8.16,12.14,361732,292251,434795,2021-05-16
dcid:geoId/11,71,,,,329,21.5,17.01,26.27,531,22.4,18.94,26.47,369,14.0,10.46,17.78,546,26.6,21.29,32.26,754,21.4,17.25,25.39,1300,23.9,20.41,27.4,163595,139706,187552,2021-05-15
dcid:geoId/10,145,22.2,15.49,28.86,508,26.5,22.63,30.43,445,17.2,13.52,21.18,348,10.4,7.25,13.63,592,21.4,17.65,25.1,854,20.3,17.16,23.32,1446,20.8,18.64,23.13,197495,176986,219618,2021-05-15
dcid:geoId/12,284,36.4,30.77,42.13,279,30.4,24.99,35.94,296,26.5,21.38,32.14,324,15.6,11.8,19.3,520,28.5,24.3,33.22,663,27.4,23.88,31.07,1183,27.9,24.98,31.04,5746881,5145415,6393662,2021-05-15
dcid:geoId/13,322,18.3,13.95,23.18,325,15.6,11.66,20.21,327,19.1,14.85,24.06,325,9.4,5.63,13.52,567,16.3,12.91,19.85,732,15.9,12.97,19.19,1299,16.1,13.64,18.72,1657895,1404577,1927689,2021-05-10
dcid:geoId/15,58,,,,366,4.8,2.29,7.43,358,2.6,1.01,4.45,393,1.4,0.18,3.02,423,2.6,0.87,4.49,752,2.9,1.58,4.38,1175,2.7,1.65,3.88,38395,23463,55175,2021-05-15
dcid:geoId/19,45,,,,457,14.3,11.15,17.64,285,16.4,11.66,21.17,216,6.5,3.46,10.11,427,14.8,10.09,20.86,576,15.1,10.96,19.76,1003,14.9,11.73,18.53,466742,367442,580452,2021-05-14
dcid:geoId/16,36,,,,564,12.8,9.63,15.83,344,16.9,12.14,21.8,358,14.2,10.14,19.14,521,19.5,11.32,27.62,781,12.0,8.34,16.33,1302,15.8,11.62,20.46,266674,196123,345326,2021-05-15
dcid:geoId/17,400,45.1,38.97,51.69,357,38.9,33.36,44.9,354,31.2,24.01,38.11,332,15.8,10.76,21.67,547,32.3,27.22,37.88,896,38.4,34.34,42.54,1443,35.4,32.19,38.94,4538810,4127240,4992691,2021-05-15
dcid:geoId/18,15,,,,350,19.6,15.33,24.51,124,18.2,9.95,27.45,102,14.8,4.84,27.54,139,12.0,6.77,18.87,452,24.9,19.37,30.12,591,18.5,14.44,22.52,1227924,958444,1494748,2021-05-13
dcid:geoId/20,147,15.0,9.18,21.91,393,11.8,8.02,15.58,376,14.3,10.21,18.32,369,11.8,8.06,15.78,559,13.5,9.91,17.4,726,12.7,9.54,15.99,1285,13.1,10.63,15.7,381050,309203,456678,2021-05-13
dcid:geoId/21,399,27.6,22.58,32.23,325,23.4,18.38,28.22,306,23.9,18.34,29.28,334,13.1,9.37,17.43,584,26.1,21.88,30.46,780,19.7,16.36,23.19,1364,22.9,20.27,25.51,1016807,900029,1132696,2021-05-15
dcid:geoId/22,310,11.7,7.66,16.19,325,13.8,9.56,17.93,325,14.4,9.9,19.59,325,13.3,8.62,18.56,554,12.9,9.58,16.12,731,13.7,10.65,17.08,1285,13.3,11.06,15.63,620261,515796,728923,2021-05-13
dcid:geoId/25,210,13.9,9.1,18.99,359,11.8,8.5,15.76,357,11.3,8.17,15.15,360,7.0,4.29,9.99,530,12.3,9.36,16.11,756,10.5,8.0,13.28,1286,11.4,9.34,13.52,778642,637940,923442,2021-05-16
dcid:geoId/24,83,27.8,17.58,37.87,435,36.9,32.61,41.34,432,16.5,13.06,20.32,418,7.1,4.69,9.66,577,31.5,26.51,35.98,791,21.5,17.71,25.37,1368,26.3,23.43,29.48,1578903,1406605,1769813,2021-05-13
dcid:geoId/23,10,,,,228,7.0,3.49,10.52,156,3.7,0.65,7.2,152,1.0,0.0,2.87,210,4.7,1.71,7.81,336,5.0,2.21,8.29,546,4.9,2.86,6.9,65308,38118,91964,2021-05-15
dcid:geoId/26,48,,,,399,29.8,25.26,34.89,445,17.1,13.7,21.29,457,13.3,9.89,16.81,498,19.4,14.48,24.95,851,29.1,24.57,34.2,1349,24.4,20.89,27.73,2429627,2080119,2761211,2021-05-16
dcid:geoId/27,118,12.8,6.59,20.6,439,15.5,11.8,19.87,352,13.2,9.5,17.44,380,13.6,10.19,17.68,524,16.7,13.25,20.42,765,11.6,8.9,14.81,1289,14.1,11.93,16.54,779357,659414,914225,2021-05-13
dcid:geoId/29,122,25.5,16.58,36.42,545,32.3,27.54,37.73,341,20.2,14.75,25.8,370,18.5,13.08,24.27,570,25.9,20.71,31.53,808,26.2,22.01,30.53,1378,26.1,22.89,29.31,1589506,1394015,1784997,2021-05-15
dcid:geoId/28,120,28.0,19.93,35.92,600,32.3,28.56,35.87,373,25.1,20.76,29.84,369,17.8,13.29,22.12,521,25.9,21.56,30.2,941,29.3,25.68,32.97,1462,27.7,24.89,30.61,827887,743903,914860,2021-05-16
dcid:geoId/30,28,,,,251,12.1,7.82,16.3,165,8.3,4.22,13.02,178,11.1,5.83,17.2,249,15.4,8.9,22.66,373,13.7,7.6,20.51,622,14.6,10.24,19.6,152093,106673,204179,2021-05-14
dcid:geoId/37,329,20.3,15.8,25.29,327,30.4,25.59,35.61,325,23.4,18.23,28.73,326,15.0,10.76,18.7,557,25.9,22.01,29.7,750,23.0,19.65,26.51,1307,24.4,22.1,26.97,2477972,2244393,2738972,2021-05-12
dcid:geoId/38,0,,,,2,,,,2,,,,8,,,,8,,,,4,,,,12,,,,,,,2021-05-13
dcid:geoId/31,73,,,,698,13.7,11.1,16.35,327,17.4,13.11,22.07,217,11.1,6.97,15.89,568,17.7,13.54,22.91,747,12.2,8.97,15.99,1315,14.9,12.13,17.93,283809,231047,341523,2021-05-15
dcid:geoId/33,18,,,,449,5.6,3.6,7.98,352,8.7,5.79,12.07,542,7.2,4.54,9.96,598,6.3,4.11,8.55,763,7.9,4.87,14.25,1361,7.1,5.38,10.32,95397,72287,138662,2021-05-11
dcid:geoId/34,234,44.6,37.82,51.19,420,36.0,31.31,41.06,424,26.3,21.99,31.05,434,13.4,10.2,17.47,596,33.6,29.16,38.11,916,31.2,27.93,34.6,1512,32.4,29.34,35.06,2877718,2605933,3113975,2021-05-13
dcid:geoId/35,182,16.3,10.31,22.45,369,14.9,11.27,18.98,371,12.1,8.58,16.5,372,5.3,2.79,8.0,515,12.2,8.89,15.57,779,14.0,10.9,17.21,1294,13.1,10.72,15.72,274109,224309,328931,2021-05-15
dcid:geoId/32,106,28.6,19.67,37.76,318,32.7,26.48,38.32,430,26.5,22.18,31.21,465,14.2,10.9,17.98,579,29.5,24.44,34.39,740,26.1,22.01,30.72,1319,27.8,24.45,31.17,812552,714637,911052,2021-05-15
dcid:geoId/36,330,17.7,13.25,22.26,331,13.8,9.7,18.04,325,10.5,7.06,14.07,326,8.0,4.78,11.47,538,14.7,11.12,18.17,774,11.5,9.05,14.2,1312,13.1,10.78,15.28,2570017,2114869,2997700,2021-05-15
dcid:geoId/39,299,40.7,34.89,46.91,390,43.8,38.6,49.02,352,34.8,29.6,40.08,346,15.6,11.35,19.72,674,45.4,41.28,49.46,713,28.2,24.54,31.87,1387,36.7,34.0,39.44,4272570,3958239,4591557,2021-05-16
dcid:geoId/40,325,19.2,14.7,24.12,326,12.2,8.32,16.11,325,11.8,7.95,16.23,324,13.9,9.94,17.96,532,16.2,12.86,19.47,768,12.0,9.52,14.81,1300,14.1,11.82,16.35,552457,463124,640615,2021-05-07
dcid:geoId/41,165,7.7,3.48,12.72,345,4.2,2.05,6.95,407,5.5,3.01,8.34,382,3.1,1.3,5.17,566,5.0,3.15,7.3,733,5.0,2.99,7.19,1299,5.0,3.49,6.69,204097,142460,273082,2021-05-12
dcid:geoId/42,286,23.6,18.87,28.54,462,29.1,24.67,33.62,414,23.5,17.2,30.73,366,15.7,10.42,22.3,621,25.1,21.03,29.29,907,23.8,20.61,26.96,1528,24.4,21.49,27.15,3121048,2748825,3472806,2021-05-16
dcid:geoId/72,325,17.3,12.64,22.13,325,67.8,61.57,74.56,325,79.1,72.48,85.11,325,85.2,78.96,90.84,527,59.6,54.1,65.48,773,66.2,61.81,70.71,1300,63.1,59.66,66.17,2137160,2020649,2241139,2021-05-11
dcid:geoId/44,55,,,,340,11.5,8.2,15.0,272,9.2,5.86,13.24,230,8.3,4.54,12.44,387,9.8,6.36,13.51,510,13.5,9.76,17.56,897,11.7,8.87,14.28,123623,93721,150884,2021-05-15
dcid:geoId/45,327,35.2,29.92,40.78,328,29.1,23.61,34.5,327,25.9,20.98,31.45,325,10.5,6.85,14.12,501,25.3,20.53,29.96,806,28.0,24.07,31.53,1307,26.7,23.84,29.47,1323232,1181493,1460511,2021-05-13
dcid:geoId/46,14,,,,81,38.2,26.25,49.77,49,,,,70,,,,77,39.1,26.25,51.27,137,29.2,20.26,38.01,214,34.2,26.49,41.71,295587,228950,360495,2021-05-14
dcid:geoId/47,138,36.2,27.35,45.07,510,28.4,23.94,32.9,478,21.4,17.6,25.64,453,17.1,13.28,21.05,593,29.5,24.95,33.95,986,24.6,21.22,27.88,1579,27.0,24.12,29.68,1795794,1604243,1974043,2021-05-15
dcid:geoId/48,88,28.6,18.16,39.55,288,36.2,30.51,42.2,298,31.4,25.06,37.51,293,13.7,9.06,19.21,347,28.9,21.89,35.77,620,32.4,27.49,37.64,967,30.7,26.26,34.7,8560755,7322652,9676163,2021-05-13
dcid:geoId/49,91,31.7,22.07,41.45,387,27.1,22.27,32.12,420,24.2,19.69,28.78,407,13.7,10.08,17.91,519,24.8,18.76,30.99,786,28.6,23.43,33.36,1305,26.7,22.91,30.29,813108,697690,922437,2021-05-11
dcid:geoId/51,23,,,,504,20.0,15.78,23.93,486,14.2,10.61,18.45,468,8.4,5.36,11.66,557,14.1,10.49,17.97,924,17.5,11.85,22.44,1481,15.8,12.46,19.07,1329376,1048356,1604507,2021-05-13
dcid:geoId/50,15,,,,237,5.3,1.95,8.81,132,2.6,0.0,6.45,139,4.8,1.14,9.11,182,6.0,2.57,10.36,341,2.6,0.84,4.93,523,4.3,2.23,6.77,26874,13937,42311,2021-05-15
dcid:geoId/53,314,8.3,5.2,11.83,324,8.0,4.89,11.19,322,5.7,3.2,8.67,347,2.6,0.94,4.5,561,6.4,4.05,9.07,746,7.2,5.06,9.36,1307,6.8,5.18,8.52,496015,377847,621477,2021-05-15
dcid:geoId/55,72,,,,572,29.8,25.98,34.2,395,26.3,21.53,31.59,284,13.8,8.75,19.11,529,28.2,23.29,33.46,794,26.9,22.84,31.35,1323,27.6,24.32,30.92,1594837,1405305,1786679,2021-05-15
dcid:geoId/54,84,6.2,1.0,12.54,527,12.4,9.3,15.56,408,13.3,9.86,16.99,368,8.8,5.98,11.99,583,12.7,9.37,15.97,804,8.6,6.25,11.11,1387,10.6,8.57,12.87,193880,156750,235399,2021-05-15
dcid:geoId/56,13,,,,240,32.0,25.78,37.54,231,22.5,16.87,29.07,169,17.7,12.14,24.63,309,26.8,20.73,33.53,344,30.4,24.75,37.24,653,28.6,24.13,33.15,166405,140397,192879,2021-05-15
dcid:country/USA,8094,28.3,27.09,29.56,19353,24.5,23.75,25.34,17070,20.2,19.38,21.11,16691,12.4,11.62,13.13,25060,22.3,21.54,23.04,36148,22.0,21.4,22.72,61208,22.1,21.67,22.64,71361570,69973087,73105246,2021-05-16
dcid:geoId/02,31,,,,485,7.5,4.84,10.23,388,10.0,6.81,13.24,392,9.4,6.23,13.15,507,14.2,6.5,22.3,789,9.3,6.14,13.24,1296,11.9,7.53,16.36,87883,55610,120821,2021-05-29
dcid:geoId/01,199,34.3,26.25,41.32,426,28.8,24.41,33.09,410,26.9,21.92,31.31,442,16.7,13.15,20.56,633,27.9,23.91,31.78,844,27.5,23.8,31.14,1477,27.7,24.99,30.27,1347516,1215684,1472539,2021-05-30
dcid:geoId/05,304,32.3,26.85,38.27,334,28.6,23.68,33.59,346,23.0,18.38,27.82,357,11.2,7.94,14.82,530,23.4,19.71,27.06,811,27.6,24.27,31.27,1341,25.6,23.12,28.08,765612,691443,839780,2021-05-29
dcid:geoId/04,133,43.6,35.14,52.09,397,32.9,28.22,37.84,384,24.9,20.58,29.23,389,16.5,13.08,20.54,576,31.1,26.58,35.53,727,31.4,27.27,35.18,1303,31.3,28.34,34.26,2174312,1968691,2379934,2021-05-20
dcid:geoId/06,325,40.5,35.13,46.09,327,19.1,14.73,23.52,328,17.9,13.82,22.34,327,12.5,8.99,16.5,598,21.2,17.36,25.17,709,24.7,21.58,28.05,1307,22.9,20.45,25.43,8965066,8005921,9955530,2021-05-29
dcid:geoId/08,287,17.5,12.42,22.82,367,16.1,10.53,21.67,331,10.7,6.9,14.91,329,8.3,5.33,11.92,567,14.0,10.02,18.33,747,14.8,10.67,20.2,1314,14.4,11.36,17.26,796484,628338,954675,2021-05-27
dcid:geoId/09,139,10.5,4.92,16.3,385,8.4,5.79,11.22,353,8.4,5.46,11.5,382,6.4,3.85,9.26,492,7.7,4.85,10.61,767,9.2,7.17,11.65,1259,8.5,6.67,10.41,304428,238886,372835,2021-05-30
dcid:geoId/11,97,32.2,21.85,42.4,344,24.3,19.06,29.01,460,22.2,18.41,26.24,357,16.6,12.7,20.59,495,22.5,17.64,27.27,763,26.3,22.29,30.27,1258,24.5,21.23,27.56,167702,145319,188648,2021-05-29
dcid:geoId/10,73,,,,207,19.1,14.24,24.35,300,17.5,13.3,23.02,212,8.3,4.58,12.14,297,20.7,15.17,26.5,495,18.0,14.51,22.16,792,19.3,16.12,22.63,183253,153059,214871,2021-05-28
dcid:geoId/12,328,33.9,28.57,39.29,357,28.8,24.04,33.96,352,19.5,15.54,24.65,344,15.5,11.35,19.99,601,24.8,20.78,28.75,780,25.9,22.64,29.3,1381,25.4,22.95,28.24,5231927,4727273,5816914,2021-05-28
dcid:geoId/13,326,17.3,12.98,21.88,326,13.9,9.83,18.42,326,13.5,9.43,17.46,327,11.5,8.16,15.67,570,15.5,12.32,19.2,735,13.2,10.58,15.98,1305,14.3,12.21,16.74,1472540,1257323,1723799,2021-05-24
dcid:geoId/15,45,,,,286,1.7,0.3,3.47,424,2.5,0.89,4.28,533,0.8,0.0,1.85,500,1.9,0.23,4.55,788,1.7,0.61,3.09,1288,1.8,0.67,3.21,25597,9528,45647,2021-05-29
dcid:geoId/19,34,,,,422,15.6,12.07,19.59,262,12.0,7.87,16.51,188,11.3,6.68,15.83,405,12.4,8.53,17.5,501,11.5,8.36,14.71,906,11.9,9.43,14.83,372767,295395,464550,2021-05-27
dcid:geoId/16,44,,,,538,13.7,9.94,17.46,333,13.6,9.4,18.49,390,11.4,8.17,14.81,492,15.1,9.0,22.58,813,12.9,9.76,16.49,1305,14.0,10.71,17.69,236293,180764,298573,2021-05-29
dcid:geoId/17,541,35.9,31.59,41.01,355,36.3,31.06,41.77,330,30.5,25.15,36.01,80,15.7,8.11,24.74,519,30.6,25.6,35.5,787,33.4,29.49,37.46,1306,32.0,28.85,35.05,4102879,3699002,4493935,2021-05-29
dcid:geoId/18,22,,,,483,24.5,19.55,29.65,179,20.3,12.97,28.42,148,14.0,6.52,23.57,232,16.2,9.89,23.98,600,24.0,18.39,29.5,832,20.2,15.35,25.01,1340760,1018845,1660020,2021-05-26
dcid:geoId/20,351,14.5,10.15,18.92,336,10.1,6.72,14.17,307,11.7,7.92,15.44,328,8.4,5.52,12.13,550,10.1,7.2,13.27,772,12.4,9.56,15.49,1322,11.3,9.25,13.41,328692,269062,390067,2021-05-27
dcid:geoId/21,334,28.2,22.96,32.92,290,25.8,20.72,32.23,360,19.7,15.33,24.01,445,16.8,13.21,20.57,588,24.8,20.91,29.24,841,22.7,19.43,26.23,1429,23.7,21.16,26.84,1052328,939547,1191751,2021-05-28
dcid:geoId/22,202,12.5,7.09,19.06,329,12.9,8.43,17.71,338,11.2,7.84,15.02,337,12.9,9.09,17.68,482,13.2,9.16,17.86,724,11.8,8.6,15.27,1206,12.5,9.87,15.24,582952,460299,710735,2021-05-27
dcid:geoId/25,179,15.4,9.09,21.12,348,9.8,6.76,13.43,364,6.9,4.1,9.91,367,5.9,3.61,8.56,540,10.3,7.33,13.65,718,9.1,6.78,11.67,1258,9.7,7.6,11.77,662529,519095,803914,2021-05-29
dcid:geoId/24,70,,,,340,35.8,30.32,41.32,343,13.7,10.08,17.32,343,9.1,5.85,12.45,434,27.3,21.72,32.65,662,20.2,16.28,23.86,1096,23.6,20.47,26.82,1416811,1228903,1610121,2021-05-27
dcid:geoId/23,22,,,,269,7.0,3.8,10.49,167,5.1,1.41,9.74,177,2.5,0.0,6.02,234,5.1,2.29,8.48,401,5.1,2.53,8.2,635,5.1,3.04,7.34,67973,40518,97828,2021-05-29
dcid:geoId/26,94,44.2,33.43,54.82,458,28.8,24.52,33.36,423,23.2,19.01,27.57,367,13.5,9.8,17.89,494,26.5,21.04,31.95,847,30.6,26.67,34.54,1342,28.5,25.38,31.85,2837884,2527210,3171460,2021-05-29
dcid:geoId/27,81,14.1,5.0,24.03,699,13.6,10.78,16.63,297,13.2,8.72,18.03,220,11.0,6.48,16.32,535,17.3,12.52,22.52,762,9.3,7.06,11.62,1297,13.3,10.31,16.03,735139,569871,886035,2021-05-22
dcid:geoId/29,149,31.2,21.94,39.86,473,26.8,21.36,32.49,392,21.5,15.65,27.6,369,17.9,12.98,23.46,540,21.0,16.1,26.12,843,29.5,24.74,34.27,1383,25.3,21.89,28.78,1540786,1333115,1752720,2021-05-26
dcid:geoId/28,76,28.8,17.82,38.91,337,29.1,23.85,34.43,483,24.8,20.44,28.95,441,16.7,13.47,20.68,521,23.1,18.14,28.64,816,29.4,24.65,33.87,1337,26.3,22.79,29.96,786044,681139,895433,2021-05-30
dcid:geoId/30,10,,,,201,9.4,5.01,14.14,141,18.9,12.35,25.93,135,12.4,6.58,18.64,190,16.2,10.78,22.43,297,8.7,5.41,12.41,487,12.5,9.01,15.69,130217,93860,163448,2021-05-26
dcid:geoId/37,319,27.5,22.44,32.35,319,25.6,20.75,30.88,314,19.3,14.82,23.89,320,11.9,8.35,15.96,582,25.8,21.98,30.36,690,19.7,16.18,23.21,1272,22.7,20.07,25.57,2305327,2038234,2596793,2021-05-29
dcid:geoId/38,0,,,,4,,,,8,,,,12,,,,15,,,,9,,,,24,,,,,,,2021-05-28
dcid:geoId/31,55,,,,656,16.7,13.43,20.0,318,16.2,11.23,21.39,246,14.5,9.65,20.14,564,20.6,14.81,26.23,711,12.9,9.87,16.25,1275,16.8,13.41,19.8,320000,255428,377142,2021-05-27
dcid:geoId/33,54,,,,459,6.5,4.31,8.94,321,7.6,4.52,10.75,444,6.3,3.68,9.06,534,10.2,6.55,15.11,744,7.6,4.97,10.42,1278,8.9,6.61,11.74,119582,88813,157741,2021-05-26
dcid:geoId/34,197,44.4,37.28,52.13,342,33.4,28.24,38.69,331,20.7,16.14,25.24,396,15.6,11.99,19.23,485,30.7,25.97,35.42,781,30.2,26.56,34.23,1266,30.4,27.59,33.14,2700081,2450501,2943443,2021-05-27
dcid:geoId/35,137,15.6,9.35,22.78,391,10.3,7.08,13.89,392,10.2,7.21,13.88,388,9.9,6.62,13.4,512,11.7,8.47,15.35,796,11.3,8.64,13.97,1308,11.5,9.47,13.73,240630,198153,287291,2021-05-28
dcid:geoId/32,131,26.3,18.43,34.19,367,30.7,25.85,35.86,385,20.9,16.57,25.48,421,14.0,10.56,17.24,578,24.3,20.25,28.81,726,26.4,22.33,30.21,1304,25.3,22.57,28.25,739481,659687,825705,2021-05-21
